JrId,JournalTitle,MedAbbr,ISSN (Print),ISSN (Online),IsoAbbr,NlmId
48719,Matter,Matter,2590-2393,2590-2385,Matter,101749591
48720,2018 International Symposium on Big Data Visual and Immersive Analytics (BDVA),2018 Int Symp Big Data Vis Immers Analyt (BDVA) (2018),,,2018 Int Symp Big Data Vis Immers Analyt (BDVA) (2018),101749931
48721,BJR open,BJR Open,,2513-9878,BJR Open,101749810
48722,International journal of Africa nursing sciences,Int J Afr Nurs Sci,,2214-1391,Int J Afr Nurs Sci,101657494
48723,IEEE transactions on medical robotics and bionics,IEEE Trans Med Robot Bionics,,2576-3202,IEEE Trans Med Robot Bionics,101749706
48724,Communications in information and systems,Commun Inf Syst,1526-7555,2163-4548,Commun Inf Syst,101749708
48725,"Agribusiness (New York, N.Y.)",Agribusiness (N Y N Y),0742-4477,1520-6297,Agribusiness (N Y N Y),101749707
48726,Archive for the psychology of religion = Archiv fur Religionspsychologie,Arch Psychol Relig,0084-6724,1573-6121,Arch Psychol Relig,101749710
48727,Proceedings of stem cell research and oncogenesis,Proc Stem Cell Res Oncog,,2641-5070,Proc Stem Cell Res Oncog,101749887
48728,Journal of bio-X research,J BioX Res,2096-5672,2577-3585,J BioX Res,101750031
48729,"The Third IEEE International Conference on Big Data Security on Cloud, IEEE BigDataSecurity 2017",Third IEEE Int Conf Big Data Secur Cloud IEEE BigDataSecur 2017 (2017),,,Third IEEE Int Conf Big Data Secur Cloud IEEE BigDataSecur 2017 (2017),101750037
48731,Computers & security,Comput Secur,0167-4048,1872-6208,Comput Secur,9881584
48732,Artificial intelligence in medicine. Conference on Artificial Intelligence in Medicine (2005- ),Artif Intell Med Conf Artif Intell Med (2005-),,,Artif Intell Med Conf Artif Intell Med (2005-),101750769
48733,HIV research & clinical practice,HIV Res Clin Pract,2578-7489,2578-7470,HIV Res Clin Pract,101738312
48735,Clinics in mother and child health,Clin Mother Child Health,1812-5840,2090-7214,Clin Mother Child Health,101300689
48736,Journal of exotic pet medicine,J Exot Pet Med,1557-5063,1931-6283,J Exot Pet Med,101256528
48737,Informing Science and IT Education Conference,Inf Sci IT Educ Conf,,1535-0703,Inf Sci IT Educ Conf,101750537
48738,Madridge journal of diabetes,Madridge J Diabetes,,2639-0337,Madridge J Diabetes,101750547
48739,Understanding and interpreting machine learning in medical image computing applications,Underst Interpret Mach Learn Med Image Comput Appl (2018),,,Underst Interpret Mach Learn Med Image Comput Appl (2018),101750561
48740,International journal of ophthalmic research,Int J Ophthalmic Res,2409-5680,,Int J Ophthalmic Res,101750568
48741,HIV specialist,HIV Spec,,,HIV Spec,101750554
48742,Teion kogaku = Cryogenic engineering,Teion Kogaku,0389-2441,1880-0408,Teion Kogaku,101750543
48743,Advances in nanoparticles,Adv Nanopart,2169-0510,2169-0529,Adv Nanopart,101750564
48744,Wireless communications & mobile computing,Wirel Commun Mob Comput,1530-8669,1530-8677,Wirel Commun Mob Comput,101750559
48745,International journal of cancer research & therapy,Int J Cancer Res Ther,,2476-2377,Int J Cancer Res Ther,101750556
48746,Hawai'i journal of health & social welfare,Hawaii J Health Soc Welf,2641-5216,2641-5224,Hawaii J Health Soc Welf,101750601
48747,Eye reports,Eye Rep,,2039-4756,Eye Rep,101750576
48748,IEEE solid-state circuits letters,IEEE Solid State Circuits Lett,,2573-9603,IEEE Solid State Circuits Lett,101750583
48749,World journal of psychiatry and mental health research,World J Psychiatry Ment Health Res,,,World J Psychiatry Ment Health Res,101750666
48750,GastroHep,GastroHep,,1478-1239,GastroHep,101750632
48751,"Autonomy (Birmingham, England)",Autonomy (Birm),,2051-5189,Autonomy (Birm),101750671
48753,"Environmental nanotechnology, monitoring & management",Environ Nanotechnol Monit Manag,,2215-1532,Environ Nanotechnol Monit Manag,101750663
48755,Journal of social work in the global community,J Soc Work Glob Community,,2642-1763,J Soc Work Glob Community,101750667
48757,Oncogen,Oncogen (Westerville),,2641-9475,Oncogen (Westerville),101750635
48758,"Psychotherapies (Geneva, Switzerland)",Psychotherapies (Geneva),0251-737X,2235-2104,Psychotherapies (Geneva),8712452
48759,Pain clinical updates,Pain Clin Updates,1083-0707,,Pain Clin Updates,9816185
48760,Human-computer interaction,Hum Comput Interact,0737-0024,1532-7051,Hum Comput Interact,9880177
48761,Epilepsy & behavior reports,Epilepsy Behav Rep,,2589-9864,Epilepsy Behav Rep,101750909
48762,Choices,Choices (Ames),0886-5558,2162-2884,Choices (Ames),101750836
48763,Russian chemical bulletin = Izvestiia Akademii nauk. Seriia khimicheskaia,Russ Chem Bull,1066-5285,1573-9171,Russ Chem Bull,100912060
48764,International journal of testing,Int J Test,1530-5058,1532-7574,Int J Test,101132981
48765,Critical criminology,Crit Criminol,1205-8629,1572-9877,Crit Criminol,101750905
48766,Journal of formalized reasoning,J Formaliz Reason,,1972-5787,J Formaliz Reason,101751000
48767,Journal of medical artificial intelligence,J Med Artif Intell,,2617-2496,J Med Artif Intell,101750984
48768,Journal of health economics and development,J Health Econ Dev,,,J Health Econ Dev,101751001
48769,J,J (Basel),,2571-8800,J (Basel),101751012
48770,Industry and innovation,Ind Innov,1366-2716,1469-8390,Ind Innov,101751019
48771,International journal of epidemiologic research,Int J Epidemiol Res,,2383-4366,Int J Epidemiol Res,101751111
48772,Theoretical and experimental plant physiology,Theor Exp Plant Physiol,,2197-0025,Theor Exp Plant Physiol,101751116
48773,Digital investigation,Digit Investig,1742-2876,1873-202X,Digit Investig,101751107
48775,International journal of human genetics and genetic disorders,Int J Hum Genet Genet Disord,,,Int J Hum Genet Genet Disord,101751109
48776,Women's health bulletin,Womens Health Bull,2345-5136,2382-9990,Womens Health Bull,101718967
48777,Bioquimica y patologia clinica,Bioquim Patol Clin,1515-6761,2684-0359,Bioquim Patol Clin,9815990
48778,European journal of palliative care,Eur J Palliat Care,1352-2779,1479-0793,Eur J Palliat Care,9434451
48780,The Guam Medical Association journal,Guam Med Assoc J,2642-083X,,Guam Med Assoc J,101751082
48781,OBM transplantation,OBM Transplant,,2577-5820,OBM Transplant,101751093
48782,OBM integrative and complimentary medicine,OBM Integr Compliment Med,,2573-4393,OBM Integr Compliment Med,101751096
48783,Journal of cancer research and cellular therapeutics,J Cancer Res Cell Ther,,2640-1053,J Cancer Res Cell Ther,101751152
48784,Artificial intelligence in health,Artif Intell Health (2018),,,Artif Intell Health (2018),101751142
48785,Journal of the Combustion Society of Japan,J Combust Soc Jpn,1347-1864,2424-1687,J Combust Soc Jpn,101751236
48788,World futures review,World Futures Rev,1946-7567,2169-2793,World Futures Rev,101751267
48790,Revista de psicologia social,Rev Psicol Soc,0213-4748,1579-3680,Rev Psicol Soc,9884574
48791,International journal of travel medicine and global health,Int J Travel Med Glob Health,2322-1100,2476-5759,Int J Travel Med Glob Health,101668690
48792,Acta geochimica,Acta Geochimica,2096-0956,2365-7499,Acta Geochimica,101751306
48793,European journal of obstetrics & gynecology and reproductive biology,Eur J Obstet Gynecol Reprod Biol X,,2590-1613,Eur J Obstet Gynecol Reprod Biol X,101750520
48794,Journal of Taibah University Medical Sciences,J Taibah Univ Med Sci,,1658-3612,J Taibah Univ Med Sci,101621911
48795,Clinical Medicine. Gastroenterology,Clin Med Gastroenterol,,1178-119X,Clin Med Gastroenterol,101751440
48796,Food chemistry,Food Chem X,,2590-1575,Food Chem X,101751436
48797,Journal of hydrology,J Hydrol X,,2589-9155,J Hydrol X,101751303
48798,Social science Diliman,Soc Sci Diliman,1655-1524,2012-0796,Soc Sci Diliman,101751325
48799,The Lancet. Digital health,Lancet Digit Health,,2589-7500,Lancet Digit Health,101751302
48800,Journal of women's health and development,J Womens Health Dev,,2644-2884,J Womens Health Dev,101751455
48801,Dang dai Zhongguo yan jiu = Modern China studies,Dang Dai Zhongguo Yan Jiu,2160-0295,2160-0317,Dang Dai Zhongguo Yan Jiu,101751471
48802,"European journal of investigation in health, psychology and education",Eur J Investig Health Psychol Educ,2174-8144,2254-9625,Eur J Investig Health Psychol Educ,101751466
48803,Journal of AIDS and HIV treatment,J AIDS HIV Treat,,,J AIDS HIV Treat,101751555
48804,HCI International 2019 - Posters,HCI Int 2019 Posters (2019),,,HCI Int 2019 Posters (2019),101751534
48805,Journal of experimental and applied animal sciences,J Exp Appl Anim Sci,2314-5684,2314-5692,J Exp Appl Anim Sci,101751431
48806,Journal of unmanned vehicle systems,J Unmanned Veh Syst,,2291-3467,J Unmanned Veh Syst,101751690
48807,Archives of clinical case reports,Arch Clin Case Rep,,2688-1071,Arch Clin Case Rep,101751566
48808,Vascular investigation and therapy,Vasc Investig Ther,,2589-9481,Vasc Investig Ther,101751569
48809,Journal of biomedical informatics,J Biomed Inform X,,2590-177X,J Biomed Inform X,101751572
48810,Journal of school leadership,J Sch Leadersh,1052-6846,2631-9659,J Sch Leadersh,101751702
48811,Journal of medical research and innovation,J Med Res Innov,,2456-8139,J Med Res Innov,101751570
48812,Clinics of oncology,Clin Oncol (Las Vegas),,2640-1037,Clin Oncol (Las Vegas),101751598
48813,Journal of addiction research (OPAST Group),J Addict Res (OPAST Group),,2573-9514,J Addict Res (OPAST Group),101751691
48814,Proceedings of the ... National Conference on Undergraduate Research. National Conference on Undergraduate Research,Proc Natl Conf Undergrad Res,,,Proc Natl Conf Undergrad Res,101751703
48815,Journal of forestry research,J For Res (Harbin),1007-662X,1993-0607,J For Res (Harbin),101751723
48816,Journal of clinical pathways,J Clin Pathw,2380-9604,2380-9612,J Clin Pathw,101732411
48818,Structural control & health monitoring,Struct Control Health Monit,1545-2255,1545-2263,Struct Control Health Monit,101752128
48819,Future drug discovery,Future Drug Discov,,2631-3316,Future Drug Discov,101752189
48820,Journal of breast imaging,J Breast Imaging,2631-6110,2631-6129,J Breast Imaging,101752190
48821,Crohn's & colitis 360,Crohns Colitis 360,,2631-827X,Crohns Colitis 360,101752188
48822,Asia Pacific journal of social work and development,Asia Pac J Soc Work Dev,0218-5385,2165-0993,Asia Pac J Soc Work Dev,101239707
48825,Korean journal of critical care medicine,Korean J Crit Care Med,2383-4870,2383-4889,Korean J Crit Care Med,101652343
48826,Digital Pathology,Digit Pathol (2019),,,Digit Pathol (2019),101752224
48827,Human behavior and emerging technologies,Hum Behav Emerg Technol,,2578-1863,Hum Behav Emerg Technol,101752262
48828,Frontiers in sustainable food systems,Front Sustain Food Syst,,2571-581X,Front Sustain Food Syst,101752278
48829,Acute and critical care,Acute Crit Care,2586-6052,2586-6060,Acute Crit Care,101726905
48830,Chemistry squared,Chem Sq,,2604-0794,Chem Sq,101752331
48831,Mobilization,Mobilization,1086-671X,1938-1514,Mobilization,101752229
48832,Online journal of complementary & alternative medicine,Online J Complement Altern Med,,2644-2957,Online J Complement Altern Med,101752366
48833,Journal for STEM education research,J STEM Educ Res,2520-8705,2520-8713,J STEM Educ Res,101752368
48834,"Renaissance drama (Evanston, Ill.",Renaiss Drama,0486-3739,2164-3415,Renaiss Drama,101752293
48835,Journal of child language acquisition and development,J Child Lang Acquis Dev,,2148-1997,J Child Lang Acquis Dev,101752375
48836,"Journal of life sciences (Westlake Village, Calif.)",J Life Sci (Westlake Village),,2688-1020,J Life Sci (Westlake Village),101752268
48839,Earth system dynamics,Earth Syst Dyn,2190-4979,2190-4987,Earth Syst Dyn,101752362
48842,Emergent materials,Emergent Mater,2522-5731,2522-574X,Emergent Mater,101752456
48843,Selected areas in cryptography,Sel Areas Cryptogr,,,Sel Areas Cryptogr,101752423
48845,Stem cell reviews and reports,Stem Cell Rev Rep,2629-3269,2629-3277,Stem Cell Rev Rep,101752767
48846,Comptes rendus mathematique,C R Math,1778-3569,1631-073X,C R Math,101139988
48847,Journal of natural resources policy research,J Nat Resour Policy Res,1939-0459,1939-0467,J Nat Resour Policy Res,101752597
48848,"Histoire, medecine et sante",Hist Med Sante,2263-8911,2557-2113,Hist Med Sante,101752712
48849,Journal of issues in intercollegiate athletics,J Issues Intercoll Athl,,2333-1577,J Issues Intercoll Athl,101752803
48850,Journal of cannabis research,J Cannabis Res,,2522-5782,J Cannabis Res,101752723
48851,Developmental child welfare,Dev Child Welf,2516-1032,2516-1040,Dev Child Welf,101752710
48852,IEEE International Conference on Control and Automation,IEEE Int Conf Control Autom,1948-3449,1948-3457,IEEE Int Conf Control Autom,101752721
48853,Pharmaceutical frontiers,Pharm Front,,,Pharm Front,101752711
48854,"Computational biomechanics for medicine. Personalisation, validation and therapy",Comput Biomech Med Personal Valid Ther (2019),,,Comput Biomech Med Personal Valid Ther (2019),101752828
48855,"Child and adolescent obesity (Abingdon, England)",Child Adolesc Obes,,2574-254X,Child Adolesc Obes,101752805
48856,Advances in nanomedicine and nanotechnology research,Adv Nanomed Nanotechnol Res,,2688-5476,Adv Nanomed Nanotechnol Res,101752773
48860,Blockchain in healthcare today,Blockchain Healthc Today,,2573-8240,Blockchain Healthc Today,101752951
48861,US CLIVAR reports,US CLIVAR Rep,,,US CLIVAR Rep,101752907
48862,Translational medicine of aging,Transl Med Aging,,2468-5011,Transl Med Aging,101752932
48863,SIAM journal on mathematics of data science,SIAM J Math Data Sci,,2577-0187,SIAM J Math Data Sci,101752933
48864,Science & diplomacy,Sci Dipl,2167-8618,2167-8626,Sci Dipl,101753017
48865,Journal of water resources planning and management,J Water Resour Plan Manag,0733-9496,1943-5452,J Water Resour Plan Manag,101753089
48866,Annals of integrative molecular medicine,Ann Integr Mol Med,,2690-0319,Ann Integr Mol Med,101752906
48867,Quarterly review of distance education,Q Rev Distance Educ,1528-3518,2169-1266,Q Rev Distance Educ,101753084
48868,Journal of the neuromusculoskeletal system,J Neuromusculoskelet Syst,1067-8239,,J Neuromusculoskelet Syst,9416331
48871,Yeungnam University journal of medicine,Yeungnam Univ J Med,,2384-0293,Yeungnam Univ J Med,101590467
48873,International journal of diabetes and clinical research,Int J Diabetes Clin Res,,2377-3634,Int J Diabetes Clin Res,101753442
48874,Cooper Rowan medical journal,Cooper Rowan Med J,2578-3335,2578-3343,Cooper Rowan Med J,101753311
48875,International journal of obesity and nutritional science,Int J Obes Nutr Sci,,,Int J Obes Nutr Sci,101753385
48876,Archives animal breeding,Arch Anim Breed,,2363-9822,Arch Anim Breed,101701238
48877,Journal of clinical cardiology and cardiovascular therapy,J Clin Cardiol Cardiovasc Ther,,,J Clin Cardiol Cardiovasc Ther,101753369
48878,Frontiers in Mechanical Engineering,Front Mech Eng,,2297-3079,Front Mech Eng,101753367
48879,Jacobs journal of genetics,Jacobs J Genet,,2381-8735,Jacobs J Genet,101753376
48880,Chemie-ingenieur-technik,Chem Ing Tech,0009-286X,1522-2640,Chem Ing Tech,9876942
48881,IEEE transactions on games,IEEE Trans Games,2475-1502,2475-1510,IEEE Trans Games,101753371
48882,Frontiers in built environment,Front Built Environ,,2297-3362,Front Built Environ,101753486
48883,Cold War history,Cold War Hist,1468-2745,1743-7962,Cold War Hist,101753497
48884,Irrigation and drainage (International Commission on Irrigation and Drainage),Irrig Drain,1531-0353,1531-0361,Irrig Drain,101753589
48885,Perspectives on public management and governance,Perspect Public Manag Gov,2398-4910,2398-4929,Perspect Public Manag Gov,101753612
48886,"Journal of community medicine (Reno, Nev.)",J Community Med (Reno),,2637-4900,J Community Med (Reno),101753619
48887,"Designs, codes, and cryptography",Des Codes Cryptogr,0925-1022,1573-7586,Des Codes Cryptogr,101753615
48888,Middle East development journal,Middle East Dev J,1793-8120,1793-8171,Middle East Dev J,101753494
48889,History of photography,Hist Photogr,0308-7298,2150-7295,Hist Photogr,101753505
48890,Review of asset pricing studies,Rev Asset Pricing Stud,2045-9920,2045-9939,Rev Asset Pricing Stud,101753598
48891,Journal of the philosophy of sport,J Philos Sport,0094-8705,1543-2939,J Philos Sport,101753508
48892,Journal of media business studies,J Media Bus Stud,1652-2354,2376-2977,J Media Bus Stud,101753513
48893,International tax and public finance,Int Tax Public Financ,0927-5940,1573-6970,Int Tax Public Financ,101753618
48894,Permafrost and periglacial processes,Permafr Periglac Process,1045-6740,1099-1530,Permafr Periglac Process,101753586
48895,Global food history,Glob Food Hist,2054-9547,2054-9555,Glob Food Hist,101753498
48896,Set-valued and variational analysis,Set Valued Var Anal,1877-0533,1877-0541,Set Valued Var Anal,101753585
48897,International journal of pharmaceutics,Int J Pharm X,,2590-1567,Int J Pharm X,101753452
48898,"Regional studies, regional science",Reg Stud Reg Sci,,2168-1376,Reg Stud Reg Sci,101753496
48899,Big earth data,Big Earth Data,2096-4471,2574-5417,Big Earth Data,101753530
48900,Post-communist economies,Postcommunist Econ,1463-1377,1465-3958,Postcommunist Econ,101753495
48901,The depositional record,Depos Rec,,2055-4877,Depos Rec,101753559
48902,Journal of consumer policy,J Consum Policy (Dordr),0168-7034,1573-0700,J Consum Policy (Dordr),101753557
48903,Geophysical prospecting,Geophys Prospect,0016-8025,1365-2478,Geophys Prospect,101753564
48904,International journal of training and development,Int J Train Dev,1360-3736,1468-2419,Int J Train Dev,101753594
48905,Corporate social responsibility and environmental management,Corp Soc Responsib Environ Manag,1535-3958,1535-3966,Corp Soc Responsib Environ Manag,101753596
48908,Big data analytics,Big Data Anal,,2058-6345,Big Data Anal,101753667
48909,Cancer studies and therapeutics,Cancer Stud Ther,,2002-7184,Cancer Stud Ther,101753691
48910,Journal of renal cancer,J Ren Cancer,,,J Ren Cancer,101753689
48911,Developments in clay science,Dev Clay Sci,1572-4352,2451-9693,Dev Clay Sci,101753834
48912,European journal of nutrition & food safety,Eur J Nutr Food Saf,2347-5641,,Eur J Nutr Food Saf,101753743
48913,World health design,World Health Des,1654-9694,2002-3960,World Health Des,101753785
48915,"Journal of fluid flow, heat and mass transfer",J Fluid Flow Heat Mass Transf,,2368-6111,J Fluid Flow Heat Mass Transf,101754065
48916,ICMR'17,ICMR 17 (2017),,,ICMR 17 (2017),101753934
48917,Annals of lung cancer,Ann Lung Cancer,,2643-5713,Ann Lung Cancer,101754066
48918,Annual reports on NMR spectroscopy,Annu Rep NMR Spectrosc,0066-4103,2163-6052,Annu Rep NMR Spectrosc,8101116
48919,Design and technology education,Des Technol Educ,1360-1431,2040-8633,Des Technol Educ,101754132
48922,Cases in public health communication and marketing,Cases Public Health Commun Mark,,1943-0205,Cases Public Health Commun Mark,101468128
48923,Ecopsychology,Ecopsychology,,1942-9347,Ecopsychology,101604369
48924,Cities & health,Cities Health,2374-8834,2374-8842,Cities Health,101754380
48925,Annual research briefs. Center for Turbulence Research (U.S.),Annu Res Br,,,Annu Res Br,101754450
48926,Journal of enabling technologies,J Enabling Technol,2398-6263,2398-6271,J Enabling Technol,101701081
48927,ACM transactions on human-robot interaction,ACM Trans Hum Robot Interact,,2573-9522,ACM Trans Hum Robot Interact,101754425
48928,"Inform (Champaign, Ill.)",Inform (Champaign),1528-9303,,Inform (Champaign),101096766
48929,The journal of swimming research,J Swim Res,0747-5993,2692-7667,J Swim Res,9426105
48934,Journal of applied and computational topology,J Appl Comput Topol,2367-1726,2367-1734,J Appl Comput Topol,101754869
48935,Water resources and economics,Water Resour Econ,,2212-4284,Water Resour Econ,101754872
48936,"Wind energy (Chichester, England)",Wind Energy (Chichester),1095-4244,1099-1824,Wind Energy (Chichester),101754890
48937,Biomaterial investigations in dentistry,Biomater Investig Dent,,2641-5275,Biomater Investig Dent,101755000
48938,Intelligent service robotics,Intell Serv Robot,1861-2776,1861-2784,Intell Serv Robot,101754952
48939,Atmospheric Environment,Atmos Environ X,,2590-1621,Atmos Environ X,101754900
48940,Food packaging and shelf life,Food Packag Shelf Life,,2214-2894,Food Packag Shelf Life,101755002
48941,Journal of field robotics,J Field Robot,1556-4959,1556-4967,J Field Robot,101755005
48942,Neuro-oncology advances,Neurooncol Adv,,2632-2498,Neurooncol Adv,101755003
48943,Education in the north,Educ North,0424-5512,2398-0184,Educ North,101754557
48944,International journal of machine tools & manufacture,Int J Mach Tools Manuf,0890-6955,1879-2170,Int J Mach Tools Manuf,101754647
48945,Notes on number theory and discrete mathematics,Notes Number Theory Discret Math,1310-5132,2367-8275,Notes Number Theory Discret Math,101754649
48949,Bulletin of the National Research Centre,Bull Natl Res Cent,1110-0591,2522-8307,Bull Natl Res Cent,101755158
48952,Simulation and synthesis in medical imaging,Simul Synth Med Imaging,,,Simul Synth Med Imaging,101753473
48953,Brain communications,Brain Commun,,2632-1297,Brain Commun,101755125
48954,Soccer and society,Soccer Soc,1466-0970,1743-9590,Soccer Soc,101755130
48955,Journal of computational social science,J Comput Soc Sci,2432-2717,2432-2725,J Comput Soc Sci,101755127
48956,AMRC open research,AMRC Open Res,,2517-6900,AMRC Open Res,101755131
48957,ACM transactions on design automation of electronic systems,ACM Transact Des Autom Electron Syst,1084-4309,1557-7309,ACM Transact Des Autom Electron Syst,101755134
48958,Graphs and combinatorics,Graphs Comb,0911-0119,1435-5914,Graphs Comb,101755128
48959,Clinical archives of bone and joint diseases,Clin Arch Bone Jt Dis,,2643-4091,Clin Arch Bone Jt Dis,101755133
48960,International journal of information security,Int J Inf Secur,1615-5262,1615-5270,Int J Inf Secur,101755129
48961,"Heart and mind (Mumbai, India)",Heart Mind (Mumbai),2468-6476,2468-6484,Heart Mind (Mumbai),101755153
48962,Diabesity,Diabesity,,2369-0569,Diabesity,101755155
48963,International journal of biomedical engineering and clinical science,Int J Biomed Eng Clin Sci,2472-1298,2472-1301,Int J Biomed Eng Clin Sci,101755152
48964,Animal frontiers,Anim Front,2160-6056,2160-6064,Anim Front,101754918
48965,Current organocatalysis,Curr Organocatal,2213-3372,2213-3380,Curr Organocatal,101755259
48966,Journal of cardiology and cardiovascular sciences,J Cardiol Cardiovasc Sci,,2578-3025,J Cardiol Cardiovasc Sci,101755169
48967,Northwest public health,Northwest Public Health,1536-9102,1536-9110,Northwest Public Health,101093000
48969,Veterinary parasitology,Vet Parasitol X,,2590-1389,Vet Parasitol X,101755316
48970,"Thought (Hoboken, N.J.)",Thought (Hoboken),,2161-2234,Thought (Hoboken),101597472
48971,Polish journal of food and nutrition sciences,Pol J Food Nutr Sci,1230-0322,2083-6007,Pol J Food Nutr Sci,100909652
48972,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing. IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing",IEEE ACM Int Symp Clust Cloud Grid Comput,,,IEEE ACM Int Symp Clust Cloud Grid Comput,101755358
48973,Hospital practices and research,Hosp Pract Res,2476-390X,2476-3918,Hosp Pract Res,101696633
48974,"Gastrointestinal disorders (Basel, Switzerland)",Gastrointest Disord (Basel),,2624-5647,Gastrointest Disord (Basel),101755595
48975,Future internet,Future Internet,,1999-5903,Future Internet,101755741
48977,SA journal of radiology,SA J Radiol,1027-202X,2078-6778,SA J Radiol,101305775
48978,International journal of blood research and disorders,Int J Blood Res Disord,,2469-5696,Int J Blood Res Disord,101756114
48979,BMC biomedical engineering,BMC Biomed Eng,,2524-4426,BMC Biomed Eng,101756092
48981,Science Museum Group journal,Sci Mus Group J,,2054-5770,Sci Mus Group J,101755753
48982,ChemSystemsChem,ChemSystemsChem,,2570-4206,ChemSystemsChem,101755803
48983,NAR genomics and bioinformatics,NAR Genom Bioinform,,2631-9268,NAR Genom Bioinform,101756213
48984,Annals of pulmonary and critical care medicine,Ann Pulm Crit Care Med,,2641-5755,Ann Pulm Crit Care Med,101756216
48985,Kidney medicine,Kidney Med,,2590-0595,Kidney Med,101756300
48986,"IEEE systems, man, and cybernetics magazine",IEEE Syst Man Cybern Mag,2380-1298,2333-942X,IEEE Syst Man Cybern Mag,101756301
48990,HRB open research,HRB Open Res,,2515-4826,HRB Open Res,101754913
48991,Computational biomechanics for medicine. Soft tissues and the musculoskeletal system,Comput Biomech Med Soft Tiss Musculoskelet Syst,,,Comput Biomech Med Soft Tiss Musculoskelet Syst,101568726
48992,Ophthalmic medical image analysis,Ophthalmic Med Image Anal (2019),,,Ophthalmic Med Image Anal (2019),101756610
48993,South Eastern European journal of public health,South East Eur J Public Health,,2197-5248,South East Eur J Public Health,101756615
48994,Athletic training & sports health care,Athl Train Sports Health Care,1942-5864,1942-5872,Athl Train Sports Health Care,101503213
48995,Advances in heat transfer,Adv Heat Transf,,,Adv Heat Transf,101756521
48997,Medical computer vision,Med Comput Vis (2013),,,Med Comput Vis (2013),101716177
48998,IEEE geoscience and remote sensing magazine,IEEE Geosci Remote Sens Mag,2473-2397,2168-6831,IEEE Geosci Remote Sens Mag,101756515
48999,Solid state sciences,Solid State Sci,1293-2558,1873-3085,Solid State Sci,101756518
49000,Opflow,Opflow,0149-8029,1551-8701,Opflow,101756790
49001,Open journal of stomatology,Open J Stomatol,2160-8709,2160-8717,Open J Stomatol,101603435
49002,OBM geriatrics,OBM Geriat,,2638-1311,OBM Geriat,101756915
49003,"Communication, culture & critique",Commun Cult Crit,1753-9129,1753-9137,Commun Cult Crit,101469949
49004,Defense acquisition research journal,Def Acquis Res J,2156-8391,2156-8405,Def Acquis Res J,101756847
49005,Urban water journal,Urban Water J,1573-062X,1744-9006,Urban Water J,101756846
49006,Gynecology and pelvic medicine,Gynecol Pelvic Med,,2617-4499,Gynecol Pelvic Med,101757239
49007,Journal of cellular immunology,J Cell Immunol,,2689-2812,J Cell Immunol,101757237
49008,Materials today. Bio,Mater Today Bio,,2590-0064,Mater Today Bio,101757228
49009,Proceedings of the ... Annual Symposium on Computer-Human Interaction in Play. ACM SIGCHI Annual Symposium on Computer-Human Interaction in Play,Proc Annu Symp Comput Hum Interact Play,,,Proc Annu Symp Comput Hum Interact Play,101757289
49010,Global journal for research analysis,Glob J Res Anal,,2277-8160,Glob J Res Anal,101757279
49011,JACC. Case reports,JACC Case Rep,,2666-0849,JACC Case Rep,101757292
49012,Journal of technology and science education,J Technol Sci Educ,2014-5349,2013-6374,J Technol Sci Educ,101757232
49013,Palliative care and social practice,Palliat Care Soc Pract,,2632-3524,Palliat Care Soc Pract,101754997
49014,Community psychology in global perspective,Community Psychol Glob Perspect,,2421-2113,Community Psychol Glob Perspect,101757408
49015,Clinical infection in practice,Clin Infect Pract,,2590-1702,Clin Infect Pract,101757436
49017,SIAM undergraduate research online,SIAM Undergrad Res Online,,2327-7807,SIAM Undergrad Res Online,101757492
49018,Ergonomics international journal,Ergon Int J,,2577-2953,Ergon Int J,101757493
49019,International journal of numerical methods for heat & fluid flow,Int J Numer Methods Heat Fluid Flow,0961-5539,1758-6585,Int J Numer Methods Heat Fluid Flow,101757494
49023,Chinese journal of chemistry,Chin J Chem,1001-604X,1614-7065,Chin J Chem,101312673
49024,Eurasian journal of medicine and oncology,Eurasian J Med Oncol,2587-2400,2587-196X,Eurasian J Med Oncol,101720527
49025,Brain informatics,Brain Inform (2018),,,Brain Inform (2018),101757732
49026,Steel research international,Steel Res Int,1611-3683,1869-344X,Steel Res Int,101757983
49027,Current cancer reports,Curr Cancer Rep,,2661-3166,Curr Cancer Rep,101757994
49028,Proteomics & bioinformatics,Proteom Bioinform,,2641-7561,Proteom Bioinform,101757996
49029,Psicologia Educativa,Psicol Educ (Madr),1135-755X,2174-0526,Psicol Educ (Madr),101757608
49030,Proceedings of the ... International Conference on Auditory Display. International Conference on Auditory Display,Proc Int Conf Audit Disp,,2168-5126,Proc Int Conf Audit Disp,101757610
49031,Journal of medicinal chemistry and drug design,J Med Chem Drug Des,,2578-9589,J Med Chem Drug Des,101758004
49033,Current opinion in environmental science & health,Curr Opin Environ Sci Health,,2468-5844,Curr Opin Environ Sci Health,101758003
49034,Journal of bio- and tribo-corrosion,J Bio Tribocorros,2198-4220,2198-4239,J Bio Tribocorros,101757997
49036,"Environmental analysis, health and toxicology",Environ Anal Health Toxicol,,2671-9525,Environ Anal Health Toxicol,101758126
49038,Gender in management,Gend Manag,1754-2413,1754-2421,Gend Manag,101758204
49039,Ethics and social welfare,Ethics Soc Welf,1749-6535,1749-6543,Ethics Soc Welf,101292714
